Taxon	PK.TP.C.07.19.16	PK.ZW.C.08.24.16	PK.TP.C.08.16.16	PK.ZW.C.08.19.16	PK.RW.C.08.24.16	PK.TL.D.07.27.16.R1	PK.RW.C.08.19.16	PK.TL.D.08.03.16.R1	PK.RL.C.07.25.16.R1	PK.TP.C.07.05.16	PK.ZL.C.08.16.16.R1	PK.FNC.02	PK.D4M.08.22.16	PK.ZL.C.08.14.16.R2	PK.RB3S.08.04.16	PK.TS.D.08.02.16.R1	PK.TL.D.08.23.16.R1	PK.RL.C.07.25.16.R2	PK.ZL.C.07.25.16.R1	PK.ZL.C.08.21.16.R2	PK.TL.C.08.16.16.R1	PK.RW.U.08.14.16	PK.ZNR.06.07.16	PK.ZL.D.07.26.16.R1	PK.ZL.D.07.31.16.R1	PK.ZL.D.07.29.16.R2	PK.ZL.D.08.14.16.R1	PK.TL.D.08.14.16.R2	PK.ZL.D.08.20.16.R2	PK.CNC.02	PK.ZL.C.08.06.16.R2	PK.TL.D.08.13.16.R2	PK.RB1S.08.04.16	PK.TL.D.08.06.16.R1	PK.ZL.D.07.29.16.R1	PK.RL.C.08.19.16.R1	PK.ZL.C.08.20.16.R2	PK.ZNR.05.16.16	PK.ZL.D.08.05.16.R2	PK.TL.D.08.16.16.R2	PK.TL.D.08.14.16.R1	PK.RL.D.08.01.16.R1	PK.ZL.D.07.27.16.R1	PK.TL.D.07.31.16.R1	PK.TL.D.08.06.16.R2	PK.TL.D.08.08.16.R1	PK.ZL.D.08.21.16.R2	PK.RL.C.08.19.16.R2	PK.TL.D.08.03.16.R2	PK.TL.D.08.08.16.R2	PK.BS.D.07.15.16.R2	PK.ZL.D.08.01.16.R1	PK.RW.C.07.20.16	PK.RW.C.08.04.16	PK.RB.C.07.05.16	PK.ZW.U.07.25.16	PK.RL.D.08.16.16.R1	PK.ZW.C.08.04.16	PK.RL.D.07.26.16.R2	PK.ZW.C.08.14.16	PK.TP.C.08.02.16	PK.RB.C.07.19.16	PK.RW.C.06.21.16	PK.ZW.C.07.20.16	PK.TL.D.08.21.16.R1	PK.RL.D.07.30.16.R2	PK.ZW.C.07.25.16	PK.RL.D.08.23.16.R1	PK.RL.D.07.29.16.R2	PK.ZL.C.08.04.16.R1	PK.ZW.U.08.14.16	PK.RW.U.07.25.16	PK.ZL.C.08.14.16.R1	PK.TL.D.08.09.16.R2	PK.ZL.D.07.27.16.R2	PK.ZL.D.08.05.16.R1	PK.ZSS.08.04.16	PK.RL.D.08.13.16.R1	PK.TL.D.08.18.16.R1	PK.RL.D.07.25.16.R2	PK.RB.C.08.02.16	PK.ZL.D.07.30.16.R1	PK.ZL.D.08.09.16.R2	PK.BL.D.07.15.16.R1	PK.ZL.D.08.13.16.R2	PK.RS.D.08.24.16.R2	PK.TL.C.08.19.16.R1	PK.RW.C.07.15.16	PK.RL.D.07.31.16.R2	PK.RW.C.08.14.16	PK.ZFS.06.21.16	PK.RS.D.08.02.16.R1	PK.RW.C.07.30.16	PK.ZW.C.07.15.16	PK.TW.C.08.14.16	PK.GTS.07.16.16	PK.TL.D.07.26.16.R1	PK.TL.C.08.04.16.R1	PK.RSS.08.04.16	PK.RL.D.07.26.16.R1	PK.RS.D.08.24.16.R1	PK.TL.D.07.26.16.R2	PK.ZL.C.08.16.16.R2	PK.TW.C.08.04.16	PK.TW.C.08.24.16	PK.TW.C.08.19.16	PK.TW.C.07.30.16	PK.TW.U.08.14.16	PK.ZL.C.08.06.16.R1	PK.TW.C.08.09.16	PK.TW.C.07.25.16	PK.TW.U.07.25.16	PK.RL.D.08.09.16.R1	PK.RL.D.08.04.16.R1	PK.ZW.C.07.30.16	PK.RW.C.07.25.16	PK.ZW.C.06.21.16	PK.ZW.C.08.09.16	PK.RL.D.07.31.16.R1	PK.RW.C.08.09.16	PK.RL.D.08.11.16.R2	PK.ZL.C.08.20.16.R1	PK.BL.D.07.15.16.R2	PK.FNC.01	PK.ZL.D.07.26.16.R2	PK.RL.D.08.18.16.R1	PK.TW.C.07.20.16	PK.ZL.D.07.28.16.R2	PK.ZL.D.08.16.16.R2	PK.ZL.D.08.18.16.R2	PK.ZL.C.08.21.16.R1	PK.RL.D.07.27.16.R2	PK.TL.D.07.30.16.R1	PK.ZL.D.08.19.16.R1	PK.RL.D.08.23.16.R2	PK.TS.D.08.02.16.R2	PK.ZL.D.08.24.16.R2	PK.ZL.D.08.03.16.R1	PK.TL.D.08.05.16.R2	PK.RL.D.08.06.16.R1	PK.TL.D.08.18.16.R2	PK.TL.C.08.11.16.R1	PK.TL.D.07.28.16.R1	PK.ZL.D.07.25.16.R2	PK.RL.D.08.10.16.R1	PK.TS.D.08.24.16.R1	PK.BF.D.07.15.16.R2	PK.ZL.D.08.24.16.R1	PK.ZL.D.08.06.16.R2	PK.D4M.08.10.16	PK.RB3S.06.21.16	PK.ZL.D.07.30.16.R2	PK.ZSS.08.24.16	PK.RL.D.08.15.16.R2	PK.ZL.D.08.13.16.R1	PK.ZL.D.08.08.16.R2	PK.ZS.D.08.02.16.R1	PK.ZL.D.08.10.16.R2	PK.RSS.08.24.16	PK.ZL.D.08.19.16.R2	PK.RL.D.08.16.16.R2	PK.ZSS.07.16.16	PK.BS.D.07.01.16.R2	PK.RL.D.08.08.16.R1	PK.ZL.D.08.08.16.R1	PK.RL.D.08.19.16.R2	PK.ZL.D.08.15.16.R1	PK.TL.D.08.24.16.R1	PK.ZNR.03.31.16	PK.RL.C.08.11.16.R1	PK.ZL.C.07.25.16.R2	PK.ZL.D.08.04.16.R2	PK.GTS.08.04.16	PK.ZL.C.08.11.16.R1	PK.RL.D.08.05.16.R2	PK.ZL.D.08.18.16.R1	PK.TL.D.08.13.16.R1	PK.ZL.D.08.20.16.R1	PK.RL.D.07.28.16.R1	PK.RL.D.08.01.16.R2	PK.TL.D.07.28.16.R2	PK.ZL.D.08.23.16.R1	PK.RB4S.08.04.16	PK.RB1S.06.21.16	PK.TW.C.07.15.16	PK.ZL.D.08.15.16.R2	PK.TL.D.07.27.16.R2	PK.RL.D.08.20.16.R1	PK.MWC.01	PK.TL.D.08.15.16.R1	PK.RL.D.08.19.16.R1	PK.ZL.D.08.11.16.R1	PK.RL.D.08.10.16.R2	PK.ZL.D.07.28.16.R1	PK.ZL.C.08.19.16.R1	PK.BS.D.07.01.16.R1	PK.ZL.D.08.06.16.R1	PK.TL.D.08.20.16.R2	PK.TSS.07.16.16	PK.ZL.D.08.10.16.R1	PK.ZL.D.08.11.16.R2	PK.RL.D.07.30.16.R1	PK.ZL.D.08.01.16.R2	PK.TL.D.08.19.16.R2	PK.RB4S.08.24.16	PK.ZL.D.08.16.16.R1	PK.ZL.D.08.03.16.R2	PK.RL.D.08.15.16.R1	PK.BF.D.07.15.16.R1	PK.ZS.D.08.24.16.R2	PK.TSS.08.24.16	PK.RL.D.07.27.16.R1	PK.RL.D.08.11.16.R1	PK.RL.D.08.24.16.R2	PK.TL.C.08.19.16.R2	PK.TL.D.08.15.16.R2	PK.RL.D.07.28.16.R2	PK.RL.D.08.21.16.R2	PK.RL.D.08.13.16.R2	PK.ZL.D.08.09.16.R1	PK.ZL.D.08.04.16.R1	PK.ZFS.08.04.16	PK.ZL.D.08.14.16.R2	PK.RB4S.07.20.16	PK.ZL.D.07.31.16.R2	PK.ZFS.08.24.16	PK.RL.D.08.14.16.R2	PK.RL.D.08.03.16.R1	PK.TL.D.08.16.16.R1	PK.TL.D.08.11.16.R2	PK.RSS.07.16.16	PK.RL.D.08.09.16.R2	PK.TL.D.08.04.16.R1	PK.TL.D.08.19.16.R1	PK.TL.D.08.11.16.R1	PK.TL.D.08.10.16.R2	PK.TL.D.08.01.16.R2	PK.RL.D.08.18.16.R2	PK.ZS.D.08.02.16.R2	PK.TL.D.08.04.16.R2	PK.RL.D.08.04.16.R2	PK.TL.D.08.21.16.R2	PK.TL.D.08.01.16.R1	PK.RL.D.08.08.16.R2	PK.TL.D.08.05.16.R1	PK.RL.C.08.04.16.R1	PK.RL.D.08.20.16.R2	PK.ZL.D.08.23.16.R2	PK.TL.D.08.20.16.R1	PK.TL.D.08.24.16.R2	PK.TS.D.08.24.16.R2	PK.ZL.C.08.19.16.R2	PK.RL.D.08.24.16.R1	PK.TL.D.08.23.16.R2	PK.RL.D.08.03.16.R2	PK.TSS.08.04.16	PK.MWC.02	PK.TL.D.08.10.16.R1	PK.TL.D.07.31.16.R2	PK.RL.D.08.21.16.R1	PK.CNC.01	PK.TL.D.07.29.16.R1	PK.TL.D.07.25.16.R2	PK.RL.D.08.06.16.R2	PK.TL.C.08.16.16.R2	PK.RL.D.08.14.16.R1	PK.RL.D.07.25.16.R1	PK.BS.D.07.15.16.R1	PK.RB3S.08.24.16	PK.ENC.01	PK.TL.D.07.25.16.R1	PK.RL.D.07.29.16.R1	PK.RL.D.08.05.16.R1	PK.ZL.C.07.27.16.R1	PK.B1M.08.22.16	PK.TL.D.08.09.16.R1	PK.ZL.C.07.27.16.R2	PK.ZL.D.07.25.16.R1	PK.ZL.D.08.21.16.R1	PK.RB1S.08.24.16	PK.GTS.08.24.16	PK.TL.D.07.29.16.R2	PK.ZS.D.08.24.16.R1	PK.TL.D.07.30.16.R2	PK.ENC.02	PK.D4M.09.06.16	PK.RS.D.08.02.16.R2	PK.RB2S.06.21.16
k__Archaea;p__[Parvarchaeota]	0.0	0.0	1.73805737327e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000570450656018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;Other	0.00637657696185	0.00896	0.00752578842628	0.00905406791833	0.00423704303563	5.25292850764e-05	0.00285076457087	0.0	6.71298627194e-05	0.00468443914488	0.00595785692382	0.00418127866199	0.00288249243601	0.000343308348115	0.00278422273782	0.0022143489814	0.0023818597561	3.43229792346e-05	0.00473886859512	0.000281898586983	0.00463821892393	0.00212774730939	9.14754068369e-06	0.0	2.09139391404e-05	3.38192025432e-05	0.0	0.0	8.97263346792e-05	0.0	0.000100037514068	1.76429075512e-05	5.08147294963e-05	0.0	2.11707420345e-05	4.88989584522e-05	2.5490695896e-05	0.0	4.91171197721e-05	0.0	0.0	0.0	3.14881289754e-05	0.0	4.8687862116e-05	0.0	0.0	5.76864281141e-05	0.0	4.04024079835e-05	0.0	3.21553747709e-05	0.00448725169915	0.00208460088371	0.000732708089097	0.0057635491839	0.000135888028265	0.00341674779057	1.8307306446e-05	0.00436569080637	0.00141776130366	0.00191938579655	0.00621233770268	0.00566893424036	0.000103637682661	0.0	0.00493716337522	0.000177556818182	7.10277718588e-05	0.0	0.0057593797591	0.00398298530549	4.44642063139e-05	0.0	3.02645118334e-05	9.28806947476e-05	0.0	0.0	9.32314003356e-05	0.000139586823004	0.00212367270456	0.0	0.0	0.000408496732026	0.0	0.0	0.0	0.00301428306437	4.42106193908e-05	0.00265884919553	6.65513110608e-05	0.0030612244898	0.00190375462718	0.0034965034965	0.00576368876081	0.00558485882718	0.0	0.00643362642076	0.00618921308576	6.16294835449e-05	0.00769230769231	0.0	0.0	0.0	0.0	0.00526315789474	0.0	0.0	6.72562800552e-05	0.00242130750605	0.00636942675159	0.0	0.0	0.0	0.00513405590416	0.00413718018508	0.00425531914894	0.00984974958264	0.0	0.00645247759822	0.0	0.00097586941093	0.000265322366676	0.0	3.21078824852e-05	0.000100806451613	0.00750469043152	2.68139647128e-05	0.00025354969574	0.0	9.96412913511e-06	0.0	0.0	0.000546448087432	2.16034046966e-05	0.0	7.08114997876e-05	0.0	7.12682179382e-05	0.000353982300885	1.46927021348e-05	0.0	0.0	9.34404784152e-05	9.79719800137e-05	0.0	0.0	0.000124703828408	0.0	0.0	0.0	0.0	0.0	4.21531846731e-05	0.0	2.54148982133e-05	0.0	0.0	0.0	0.0	0.000152788388083	0.0	0.0	0.0	3.70411527207e-05	0.0	0.0	0.00290697674419	0.0	0.0	0.0	0.0	0.0	0.00444444444444	0.000401606425703	0.00337837837838	0.0	0.0	0.0	4.86807516308e-05	0.0	4.41501103753e-05	0.0	0.0	0.00540540540541	0.0	0.0	0.0	0.0077519379845	5.71804328559e-05	0.000180505415162	0.0	0.0	0.0	0.0	0.00595238095238	0.0002700270027	0.0	0.0	7.91452314998e-05	2.15461518573e-05	7.6757752533e-05	0.000114876507754	4.15956075038e-05	0.0	0.0	0.000209995800084	0.0	1.61063015905e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.00575662011e-05	8.35491686858e-05	0.0	0.0	0.00105042016807	0.000240760804141	0.0	0.00010886131069	0.000574382538771	3.7337813871e-05	1.72869811745e-05	0.0	3.48007656168e-05	0.0	2.97344711724e-05	1.37309825891e-05	0.0	1.77676699478e-05	0.0	0.0	9.94925878022e-05	4.5837917125e-05	0.0	0.0	0.0	0.0	0.0	7.39809129245e-05	3.96746677247e-05	0.0	0.000310366232154	0.0	0.0	0.0	0.00346020761246	0.0	0.0	0.00027114967462	0.0	0.0	0.0	0.0	0.0	0.0	5.70548296913e-05	0.0	0.0	0.0	0.00103519668737	0.0	6.68091929449e-05	0.0	0.0	0.0	0.0	0.000377500943752	0.0	0.0	0.00826446280992	0.0	0.0	0.0	0.0	5.92733092289e-05	0.0	0.0	0.0	4.60108585626e-05	0.0	0.0	0.0	0.0	0.00578034682081
k__Bacteria;p__	3.05464764639e-05	0.00016	8.69028686637e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87751117119e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__AC1	0.000160369001436	0.0	0.000112973729263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38446628825e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__AD3	0.0	0.0	0.0	0.0	0.0	0.0	1.04807520988e-05	0.0	0.0	0.0	0.0	0.000134879956838	2.0443208766e-05	0.000286090290096	0.0	0.0	0.0	0.0	0.0	0.000211423940237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.50093785169e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.02645118334e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000454752160073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.92733092289e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria	0.00143568439381	0.01048	0.00896837604609	0.00361649738381	0.00112795002314	0.0	0.000199134289877	0.0	0.000167824656799	0.00238480538285	0.0961142506681	0.0929997302401	0.101071224139	0.0113863935458	0.0914153132251	0.0942820588525	0.026962652439	0.000102968937704	0.0232007108303	0.00789316043553	0.0946196660482	0.00416477671024	0.0	0.0	4.18278782809e-05	1.69096012716e-05	0.0	3.09885342423e-05	0.0	0.000113199003849	2.50093785169e-05	0.0	0.0	0.0	2.11707420345e-05	3.25993056348e-05	2.5490695896e-05	8.18911393787e-05	2.4558559886e-05	0.0	7.85032055476e-05	3.46344335538e-05	3.14881289754e-05	0.0	0.0	5.62682871933e-05	3.98755881649e-05	0.0	0.0	0.0	5.27416887889e-05	3.21553747709e-05	0.0015771093838	0.000239380005785	0.000415201250488	0.00251852569381	0.0	0.000515375365058	1.8307306446e-05	0.00398048279404	0.00052098457544	0.0156749840051	0.00111822078648	0.00198412698413	0.0	0.0	0.00179533213645	0.0	0.0	7.16204118174e-05	0.00443029212239	0.00046403712297	0.0	0.0	9.07935355003e-05	0.0	0.0	0.0	0.0	0.0	0.027795128045	0.0	0.0	0.0	0.0	0.00724637681159	0.00357142857143	0.000927471712113	0.0	0.00497682028906	0.000332756555304	0.0236961451247	0.0128503437335	0.0011655011655	0.0	0.0314923983866	9.69086151759e-05	0.0315247694617	0.0221043324492	2.05431611816e-05	0.0	0.000163318634656	0.224213962545	0.0	0.00246913580247	0.00263157894737	0.004158004158	0.00665188470067	0.000100884420083	0.0	0.0	0.0	4.80030721966e-05	6.93914370967e-05	0.00513405590416	0.00119760479042	0.0	0.0016694490818	0.0	0.000785019529754	2.83760392724e-05	0.000443577004968	0.0	0.0	0.0	0.000100806451613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000354057498938	0.0	0.0	0.000176991150442	0.0	0.0	0.0	0.000467202392076	0.0	0.0290697674419	0.00409276944065	0.0	0.0	0.00980392156863	0.000233590282644	0.0	2.7231632264e-05	0.0	0.0	0.0	0.00380952380952	0.0	0.0	0.000422654268808	0.000152788388083	0.0208333333333	0.00653594771242	0.000183166956681	3.70411527207e-05	0.000398962696988	0.0	0.00872093023256	0.000463606861382	7.13165026387e-05	0.0	0.0	0.0	0.00444444444444	0.0	0.00337837837838	0.0	0.0	0.000132731616671	0.000194723006523	0.0	0.0	0.0142857142857	0.0	0.0036036036036	0.0	0.0	0.0	0.0077519379845	2.85902164279e-05	9.02527075812e-05	0.0	0.0	0.0	0.00706713780919	0.00595238095238	0.0	0.000220167327169	0.0169491525424	0.0	0.0	0.0	0.000114876507754	0.0	0.0	0.0	0.0	0.0	0.0	0.00769230769231	0.00636942675159	0.0	0.0	0.000278370604064	0.003663003663	5.00575662011e-05	4.17745843429e-05	0.000229753015508	0.0	0.0	0.0	4.30514895815e-05	0.0	0.0	3.7337813871e-05	0.0	0.0	0.0	0.000134431188036	2.97344711724e-05	1.37309825891e-05	0.0	1.77676699478e-05	3.37018064168e-05	2.26444147551e-05	0.0	0.0	0.000107221358495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000310366232154	0.000100431856985	0.0	0.000131440588854	0.0103806228374	0.0108695652174	0.0167597765363	0.00027114967462	0.00813008130081	0.0	0.00540540540541	0.0309278350515	0.0	0.0	5.70548296913e-05	0.0	0.0	0.000156103652825	0.0	0.0	0.0	0.0	0.000917010545621	0.00704225352113	0.00591715976331	0.0	0.0	0.0	0.0	0.0132450331126	0.0	0.00319488817891	0.0	0.0	0.00980392156863	0.0	0.0	0.0	0.0	0.012987012987	0.0	0.0	0.00578034682081
