Sample_ID,Sample_Code,Collection_Date,Sample_Type,Replicate_Number,Day_aft_Irrigation,Sample_Description,Experimental_Replicate,Amount,Units,DNA_Clean_up,Dilution_1_in_10,Reason,Include_in_analysis,Notes
PK_RL_D_08-05-16_R1,RL,8/5/2017,Lettuce,1,1, Compostie sample of lettuce irrigated with reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-05-16_R2,RL,8/5/2017,Lettuce,2,1, Compostie sample of lettuce irrigated with reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-06-16_R1,RL,8/6/2017,Lettuce,1,2, Compostie sample of lettuce irrigated with reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-06-16_R2,RL,8/6/2017,Lettuce,2,2, Compostie sample of lettuce irrigated with reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-08-16_R1,RL,8/8/2017,Lettuce,1,4, Compostie sample of lettuce irrigated with reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-08-16_R2,RL,8/8/2017,Lettuce,2,4, Compostie sample of lettuce irrigated with reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-09-16_R1,RL,8/9/2017,Lettuce,1,0, Compostie sample of lettuce irrigated with reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-09-16_R2,RL,8/9/2017,Lettuce,2,0, Compostie sample of lettuce irrigated with reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-10-16_R1,RL,8/10/2017,Lettuce,1,1, Compostie sample of lettuce irrigated with reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-10-16_R2,RL,8/10/2017,Lettuce,2,1, Compostie sample of lettuce irrigated with reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-11-16_R1,RL,8/11/2017,Lettuce,1,2, Compostie sample of lettuce irrigated with reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-11-16_R2,RL,8/11/2017,Lettuce,2,2, Compostie sample of lettuce irrigated with reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-13-16_R1,RL,8/13/2017,Lettuce,1,4, Compostie sample of lettuce irrigated with reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-13-16_R2,RL,8/13/2017,Lettuce,2,4, Compostie sample of lettuce irrigated with reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-14-16_R1,RL,8/14/2017,Lettuce,1,0, Compostie sample of lettuce irrigated with reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-14-16_R2,RL,8/14/2017,Lettuce,2,0, Compostie sample of lettuce irrigated with reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-15-16_R1,RL,8/15/2017,Lettuce,1,1, Compostie sample of lettuce irrigated with reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-15-16_R2,RL,8/15/2017,Lettuce,2,1, Compostie sample of lettuce irrigated with reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-16-16_R1,RL,8/16/2017,Lettuce,1,2, Compostie sample of lettuce irrigated with reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-16-16_R2,RL,8/16/2017,Lettuce,2,2, Compostie sample of lettuce irrigated with reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-18-16_R1,RL,8/18/2017,Lettuce,1,4, Compostie sample of lettuce irrigated with reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-18-16_R2,RL,8/18/2017,Lettuce,2,4, Compostie sample of lettuce irrigated with reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-19-16_R1,RL,8/19/2017,Lettuce,1,0, Compostie sample of lettuce irrigated with reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-19-16_R2,RL,8/19/2017,Lettuce,2,0, Compostie sample of lettuce irrigated with reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-20-16_R1,RL,8/20/2017,Lettuce,1,1, Compostie sample of lettuce irrigated with reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-20-16_R2,RL,8/20/2017,Lettuce,2,1, Compostie sample of lettuce irrigated with reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-21-16_R1,RL,8/21/2017,Lettuce,1,2, Compostie sample of lettuce irrigated with reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-21-16_R2,RL,8/21/2017,Lettuce,2,2, Compostie sample of lettuce irrigated with reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-23-16_R1,RL,8/23/2017,Lettuce,1,4, Compostie sample of lettuce irrigated with reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-23-16_R2,RL,8/23/2017,Lettuce,2,4, Compostie sample of lettuce irrigated with reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-24-16_R1,RL,8/24/2017,Lettuce,1,5, Compostie sample of lettuce irrigated with reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_D_08-24-16_R2,RL,8/24/2017,Lettuce,2,5, Compostie sample of lettuce irrigated with reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_07-25-16_R1,ZL,7/25/2017,Lettuce,1,0,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_07-25-16_R2,ZL,7/25/2017,Lettuce,2,0,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_07-26-16_R1,ZL,7/26/2017,Lettuce,1,1,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_07-26-16_R2,ZL,7/26/2017,Lettuce,2,1,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_07-27-16_R1,ZL,7/27/2017,Lettuce,1,2,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_07-27-16_R2,ZL,7/27/2017,Lettuce,2,2,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_07-28-16_R1,ZL,7/28/2017,Lettuce,1,3,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_07-28-16_R2,ZL,7/28/2017,Lettuce,2,3,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_07-29-16_R1,ZL,7/29/2017,Lettuce,1,4,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_07-29-16_R2,ZL,7/29/2017,Lettuce,2,4,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_07-30-16_R1,ZL,7/30/2017,Lettuce,1,0,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_07-30-16_R2,ZL,7/30/2017,Lettuce,2,0,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_07-31-16_R1,ZL,7/31/2017,Lettuce,1,1,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_07-31-16_R2,ZL,7/31/2017,Lettuce,2,1,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-01-16_R1,ZL,8/1/2017,Lettuce,1,2,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-01-16_R2,ZL,8/1/2017,Lettuce,2,2,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-03-16_R1,ZL,8/3/2017,Lettuce,1,4,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-03-16_R2,ZL,8/3/2017,Lettuce,2,4,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-04-16_R1,ZL,8/4/2017,Lettuce,1,0,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-04-16_R2,ZL,8/4/2017,Lettuce,2,0,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-05-16_R1,ZL,8/5/2017,Lettuce,1,1,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-05-16_R2,ZL,8/5/2017,Lettuce,2,1,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-06-16_R1,ZL,8/6/2017,Lettuce,1,2,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-06-16_R2,ZL,8/6/2017,Lettuce,2,2,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-08-16_R1,ZL,8/8/2017,Lettuce,1,4,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-08-16_R2,ZL,8/8/2017,Lettuce,2,4,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-09-16_R1,ZL,8/9/2017,Lettuce,1,0,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-09-16_R2,ZL,8/9/2017,Lettuce,2,0,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-10-16_R1,ZL,8/10/2017,Lettuce,1,1,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-10-16_R2,ZL,8/10/2017,Lettuce,2,1,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-11-16_R1,ZL,8/11/2017,Lettuce,1,2,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-11-16_R2,ZL,8/11/2017,Lettuce,2,2,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-13-16_R1,ZL,8/13/2017,Lettuce,1,4,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-13-16_R2,ZL,8/13/2017,Lettuce,2,4,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-14-16_R1,ZL,8/14/2017,Lettuce,1,0,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-14-16_R2,ZL,8/14/2017,Lettuce,2,0,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-15-16_R1,ZL,8/15/2017,Lettuce,1,1,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-15-16_R2,ZL,8/15/2017,Lettuce,2,1,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-16-16_R1,ZL,8/16/2017,Lettuce,1,2,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-16-16_R2,ZL,8/16/2017,Lettuce,2,2,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-18-16_R1,ZL,8/18/2017,Lettuce,1,4,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-18-16_R2,ZL,8/18/2017,Lettuce,2,4,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-19-16_R1,ZL,8/19/2017,Lettuce,1,0,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-19-16_R2,ZL,8/19/2017,Lettuce,2,0,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-20-16_R1,ZL,8/20/2017,Lettuce,1,1,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-20-16_R2,ZL,8/20/2017,Lettuce,2,1,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-21-16_R1,ZL,8/21/2017,Lettuce,1,2,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-21-16_R2,ZL,8/21/2017,Lettuce,2,2,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-23-16_R1,ZL,8/23/2017,Lettuce,1,4,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-23-16_R2,ZL,8/23/2017,Lettuce,2,4,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-24-16_R1,ZL,8/24/2017,Lettuce,1,5,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_ZL_D_08-24-16_R2,ZL,8/24/2017,Lettuce,2,5,Compostie sample of lettuce irrigated with ZVI filtered reclaimed water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_07-25-16_R1,TL,7/25/2017,Lettuce,1,0,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_07-25-16_R2,TL,7/25/2017,Lettuce,2,0,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_07-26-16_R1,TL,7/26/2017,Lettuce,1,1,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_07-26-16_R2,TL,7/26/2017,Lettuce,2,1,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_07-27-16_R1,TL,7/27/2017,Lettuce,1,2,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_07-27-16_R2,TL,7/27/2017,Lettuce,2,2,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_07-28-16_R1,TL,7/28/2017,Lettuce,1,3,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_07-28-16_R2,TL,7/28/2017,Lettuce,2,3,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_07-29-16_R1,TL,7/29/2017,Lettuce,1,4,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_07-29-16_R2,TL,7/29/2017,Lettuce,2,4,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_07-30-16_R1,TL,7/30/2017,Lettuce,1,0,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_07-30-16_R2,TL,7/30/2017,Lettuce,2,0,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_07-31-16_R1,TL,7/31/2017,Lettuce,1,1,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_07-31-16_R2,TL,7/31/2017,Lettuce,2,1,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-01-16_R1,TL,8/1/2017,Lettuce,1,2,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-01-16_R2,TL,8/1/2017,Lettuce,2,2,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-03-16_R1,TL,8/3/2017,Lettuce,1,4,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-03-16_R2,TL,8/3/2017,Lettuce,2,4,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-04-16_R1,TL,8/4/2017,Lettuce,1,0,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-04-16_R2,TL,8/4/2017,Lettuce,2,0,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-05-16_R1,TL,8/5/2017,Lettuce,1,1,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-05-16_R2,TL,8/5/2017,Lettuce,2,1,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-06-16_R1,TL,8/6/2017,Lettuce,1,2,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-06-16_R2,TL,8/6/2017,Lettuce,2,2,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-08-16_R1,TL,8/8/2017,Lettuce,1,4,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-08-16_R2,TL,8/8/2017,Lettuce,2,4,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-09-16_R1,TL,8/9/2017,Lettuce,1,0,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-09-16_R2,TL,8/9/2017,Lettuce,2,0,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-10-16_R1,TL,8/10/2017,Lettuce,1,1,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-10-16_R2,TL,8/10/2017,Lettuce,2,1,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-11-16_R1,TL,8/11/2017,Lettuce,1,2,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-11-16_R2,TL,8/11/2017,Lettuce,2,2,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-13-16_R1,TL,8/13/2017,Lettuce,1,4,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-13-16_R2,TL,8/13/2017,Lettuce,2,4,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-14-16_R1,TL,8/14/2017,Lettuce,1,0,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-14-16_R2,TL,8/14/2017,Lettuce,2,0,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-15-16_R1,TL,8/15/2017,Lettuce,1,1,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-15-16_R2,TL,8/15/2017,Lettuce,2,1,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-16-16_R1,TL,8/16/2017,Lettuce,1,2,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-16-16_R2,TL,8/16/2017,Lettuce,2,2,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-18-16_R1,TL,8/18/2017,Lettuce,1,4,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-18-16_R2,TL,8/18/2017,Lettuce,2,4,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-19-16_R1,TL,8/19/2017,Lettuce,1,0,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-19-16_R2,TL,8/19/2017,Lettuce,2,0,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-20-16_R1,TL,8/20/2017,Lettuce,1,1,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-20-16_R2,TL,8/20/2017,Lettuce,2,1,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-21-16_R1,TL,8/21/2017,Lettuce,1,2,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-21-16_R2,TL,8/21/2017,Lettuce,2,2,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-23-16_R1,TL,8/23/2017,Lettuce,1,4,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-23-16_R2,TL,8/23/2017,Lettuce,2,4,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-24-16_R1,TL,8/24/2017,Lettuce,1,5,Composite sample of lettuce irrigated with tap water,Replicate 1,0.2,grams,No,Yes,Experiment,Yes,
PK_TL_D_08-24-16_R2,TL,8/24/2017,Lettuce,2,5,Composite sample of lettuce irrigated with tap water,Replicate 2,0.2,grams,No,Yes,Experiment,Yes,
PK_RL_C_07-25-16_R1,NI,7/25/2017,Lettuce,1,NA,Composite sample of lettuce irrigated with reclaimed water,Replicate 1,0.2,grams,Yes,Yes,Exploration,No,Was included to see if DNA clean up made a difference
PK_RL_C_07-25-16_R2,NI,7/27/2017,Lettuce,2,NA,Composite sample of lettuce irrigated with reclaimed water,Replicate 2,0.2,grams,Yes,Yes,Exploration,No,Was included to see if DNA clean up made a difference
PK_RL_C_08-19-16_R1,NI,8/19/2017,Lettuce,1,NA,Composite sample of lettuce irrigated with reclaimed water,Replicate 1,0.2,grams,Yes,Yes,Exploration,No,Was included to see if DNA clean up made a difference
PK_RL_C_08-19-16_R2,NI,8/19/2017,Lettuce,2,NA,Composite sample of lettuce irrigated with reclaimed water,Replicate 2,0.2,grams,Yes,Yes,Exploration,No,Was included to see if DNA clean up made a difference
PK_ZL_C_07-25-16_R1,NI,7/25/2017,Lettuce,1,NA,Composite sample of lettuce irrigated with ZVI filtered reclaimed water ,Replicate 1,0.2,grams,Yes,Yes,Exploration,No,Was included to see if DNA clean up made a difference
PK_ZL_C_07-25-16_R2,NI,7/25/2017,Lettuce,2,NA,Composite sample of lettuce irrigated with ZVI filtered reclaimed water ,Replicate 2,0.2,grams,Yes,Yes,Exploration,No,Was included to see if DNA clean up made a difference
PK_ZL_C_07-27-16_R1,NI,7/27/2017,Lettuce,1,NA,Composite sample of lettuce irrigated with ZVI filtered reclaimed water ,Replicate 1,0.2,grams,Yes,Yes,Exploration,No,Was included to see if DNA clean up made a difference
PK_ZL_C_07-27-16_R2,NI,7/27/2017,Lettuce,2,NA,Composite sample of lettuce irrigated with ZVI filtered reclaimed water ,Replicate 2,0.2,grams,Yes,Yes,Exploration,No,Was included to see if DNA clean up made a difference
PK_ZL_C_08-06-16_R1,NI,8/6/2017,Lettuce,1,NA,Composite sample of lettuce irrigated with ZVI filtered reclaimed water ,Replicate 1,0.2,grams,Yes,Yes,Exploration,No,Was included to see if DNA clean up made a difference
